timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1678711423535,1098,Org_api_Retrieve,200,OK,org_API 1-61,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1098,0,123
1678711428537,812,Org_api_Retrieve,200,OK,org_API 1-62,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,812,0,77
1678711433536,1122,Org_api_Retrieve,200,OK,org_API 1-63,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1122,0,70
1678711438592,1238,Org_api_Retrieve,200,OK,org_API 1-64,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1238,0,366
1678711443545,1921,Org_api_Retrieve,200,OK,org_API 1-65,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1921,0,278
1678711448535,414,Org_api_Retrieve,200,OK,org_API 1-66,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,414,0,129
1678711453537,1489,Org_api_Retrieve,200,OK,org_API 1-67,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1489,0,475
1678711458536,2266,Org_api_Retrieve,200,OK,org_API 1-68,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,2266,0,303
1678711463545,519,Org_api_Retrieve,200,OK,org_API 1-69,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,519,0,240
1678711468537,821,Org_api_Retrieve,200,OK,org_API 1-70,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,821,0,72
1678711473537,2721,Org_api_Retrieve,200,OK,org_API 1-71,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,2721,0,1212
1678711478537,2670,Org_api_Retrieve,200,OK,org_API 1-72,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,2670,0,85
1678711483536,888,Org_api_Retrieve,200,OK,org_API 1-73,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,888,0,162
1678711488536,444,Org_api_Retrieve,200,OK,org_API 1-74,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,444,0,72
1678711493536,1023,Org_api_Retrieve,200,OK,org_API 1-75,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1023,0,176
